name ID ob__vs_WT__p.val ob__vs_WT__p.adj significant ob__vs_WT__significant ob__vs_WT__ratio ob__centered WT__centered
1319 Kif13b ENSMUSP00000098041 0.551494732265679 0.928 FALSE FALSE -0.074 -0.037 0.037
1320 Kif21a ENSMUSP00000104910 0.447491471466057 0.923 FALSE FALSE -0.0979 -0.0489 0.0489
1321 Kif5b ENSMUSP00000025083 0.0255021823578182 0.845 FALSE FALSE 0.626 0.313 -0.313
1322 Klhl41 ENSMUSP00000097627 0.0261358548737293 0.846 FALSE FALSE 5.13 2.57 -2.57
1323 Klkb1 ENSMUSP00000026907 0.273695612456304 0.913 FALSE FALSE -1.03 -0.514 0.514
1324 Kmo ENSMUSP00000095067 0.0656733927050166 0.878 FALSE FALSE -0.31 -0.155 0.155
1325 Kng1 ENSMUSP00000040485 0.304795450604724 0.916 FALSE FALSE -0.158 -0.0791 0.0791
1326 Kng1.1 ENSMUSP00000087346 0.903446240756299 0.937 FALSE FALSE -0.0205 -0.0102 0.0102
1327 Kng1.2 ENSMUSP00000121701 0.248493859402987 0.911 FALSE FALSE 0.405 0.202 -0.202
1328 Kpna1 ENSMUSP00000004054 0.00261097361879796 0.708 FALSE FALSE 0.446 0.223 -0.223
1329 Kpna3 ENSMUSP00000022496 0.0317359383613965 0.853 FALSE FALSE -0.363 -0.181 0.181
1330 Kpna4 ENSMUSP00000141227 0.104153919891952 0.891 FALSE FALSE 0.242 0.121 -0.121
1331 Kpna6 ENSMUSP00000003828 0.295426062200501 0.915 FALSE FALSE 0.527 0.263 -0.263
1332 Kpnb1 ENSMUSP00000001479 0.00639176107555001 0.775 FALSE FALSE 0.298 0.149 -0.149
1333 Kras ENSMUSP00000032399 0.000517243152680677 0.53 FALSE FALSE -0.672 -0.336 0.336
1334 Krt76 ENSMUSP00000097754 0.137915980844694 0.898 FALSE FALSE -0.57 -0.285 0.285
1335 Krtcap2 ENSMUSP00000130372 0.000952770410076239 0.607 FALSE FALSE -1.79 -0.895 0.895
1336 Ktn1 ENSMUSP00000140186 0.534867989762651 0.927 FALSE FALSE -0.214 -0.107 0.107
1337 Kyat3 ENSMUSP00000041675 0.030852623017231 0.852 FALSE FALSE -0.337 -0.168 0.168
1338 Kynu ENSMUSP00000028223 0.00464913667073922 0.753 FALSE FALSE 0.516 0.258 -0.258
1339 L3hypdh ENSMUSP00000019862 0.0154157559941886 0.823 FALSE FALSE 0.641 0.32 -0.32
1340 Lactb ENSMUSP00000034929 0.0378518276335081 0.86 FALSE FALSE -0.87 -0.435 0.435
1341 Lactb2 ENSMUSP00000027071 0.0601519455620913 0.875 FALSE FALSE 0.663 0.332 -0.332
1342 Lama2 ENSMUSP00000090304 0.427865187692324 0.923 FALSE FALSE -0.354 -0.177 0.177
1343 Lamc1 ENSMUSP00000027752 0.162467955351715 0.902 FALSE FALSE 1.23 0.615 -0.615
1344 Lamp2 ENSMUSP00000052283 0.872694810173344 0.936 FALSE FALSE -0.0201 -0.0101 0.0101
1345 Lamtor3 ENSMUSP00000142512 0.40934345665084 0.922 FALSE FALSE -0.198 -0.099 0.099
1346 Lap3 ENSMUSP00000040222 0.580403935325695 0.929 FALSE FALSE -0.0581 -0.029 0.029
1347 Larp1 ENSMUSP00000136673 0.243154435209837 0.911 FALSE FALSE -0.308 -0.154 0.154
1348 Larp7 ENSMUSP00000029588 0.00703738939494148 0.781 FALSE FALSE 1.66 0.829 -0.829
1349 Lars ENSMUSP00000095197 0.0572484126131493 0.874 FALSE FALSE 0.606 0.303 -0.303
1350 Lasp1 ENSMUSP00000042123 0.944778113579042 0.938 FALSE FALSE -0.0108 -0.0054 0.0054
1351 Lasp1.1 ENSMUSP00000119538 0.929687382863767 0.938 FALSE FALSE 0.0435 0.0218 -0.0218
1352 Lbr ENSMUSP00000005003 0.630102841272194 0.93 FALSE FALSE 0.0718 0.0359 -0.0359
1353 Lcat ENSMUSP00000038232 0.0167282663214833 0.827 FALSE FALSE -0.243 -0.122 0.122
1354 Lclat1 ENSMUSP00000156922 0.00807530184701813 0.789 FALSE FALSE 0.515 0.258 -0.258
1355 Lcp1 ENSMUSP00000121201 0.122695706557236 0.895 FALSE FALSE 0.152 0.076 -0.076
1356 Ldah ENSMUSP00000042285 4.51194176202569e-05 0.182 FALSE FALSE 0.78 0.39 -0.39
1357 Ldha ENSMUSP00000103267 3.24046989416266e-05 0.152 FALSE FALSE 0.71 0.355 -0.355
1358 Ldhb ENSMUSP00000032373 0.096382470453221 0.889 FALSE FALSE 1.14 0.568 -0.568
1359 Ldhd ENSMUSP00000068086 0.381313565359626 0.92 FALSE FALSE -0.151 -0.0754 0.0754
1360 Letm1 ENSMUSP00000005431 0.282337233848518 0.914 FALSE FALSE -0.142 -0.0709 0.0709
1361 Lgals3 ENSMUSP00000119275 0.00168351219954353 0.668 FALSE FALSE 0.747 0.373 -0.373
1362 Lgals9 ENSMUSP00000103903 0.148761624510578 0.9 FALSE FALSE 0.342 0.171 -0.171
1363 Lgmn ENSMUSP00000105647 6.22310903348852e-07 0.00262 FALSE FALSE -0.935 -0.468 0.468
1364 Lhpp ENSMUSP00000033241 0.00204804615273859 0.687 FALSE FALSE 0.923 0.462 -0.462
1365 Lima1 ENSMUSP00000073371 0.188103910244803 0.905 FALSE FALSE -0.152 -0.0758 0.0758
1366 Lims1 ENSMUSP00000020078 0.103948124909925 0.891 FALSE FALSE 1.27 0.636 -0.636
1367 Lims2 ENSMUSP00000025254 0.163241873191645 0.902 FALSE FALSE -0.555 -0.278 0.278
1368 Lin7a ENSMUSP00000020057 0.197387256101855 0.906 FALSE FALSE -0.159 -0.0796 0.0796
1369 Lin7c ENSMUSP00000028583 0.0673108717717649 0.879 FALSE FALSE -0.253 -0.126 0.126
1370 Lipa ENSMUSP00000136967 0.000345721800052191 0.474 FALSE FALSE -0.741 -0.371 0.371
1371 Lman1 ENSMUSP00000158495 1.01998882532249e-05 0.0693 FALSE FALSE -0.824 -0.412 0.412
1372 Lman2 ENSMUSP00000021940 0.000995593394506914 0.612 FALSE FALSE -1.12 -0.562 0.562
1373 Lmf1 ENSMUSP00000129263 0.254627530302154 0.912 FALSE FALSE -0.174 -0.0871 0.0871
1374 Lmna ENSMUSP00000113093 0.747446715353879 0.933 FALSE FALSE -0.0357 -0.0179 0.0179
1375 Lmnb1 ENSMUSP00000025486 0.00951849325983512 0.798 FALSE FALSE -0.435 -0.217 0.217
1376 Lmnb2 ENSMUSP00000136524 0.00503789961097963 0.759 FALSE FALSE -0.493 -0.247 0.247
1377 Lonp1 ENSMUSP00000041814 0.0301825729826313 0.852 FALSE FALSE -0.27 -0.135 0.135
1378 Lonp2 ENSMUSP00000034141 0.00572027745095505 0.768 FALSE FALSE 0.479 0.239 -0.239
1379 Lpcat3 ENSMUSP00000004381 0.800383090763609 0.935 FALSE FALSE 0.12 0.0599 -0.0599
1380 Lpgat1 ENSMUSP00000114382 0.718936437327205 0.933 FALSE FALSE 0.187 0.0937 -0.0937
1381 Lpin1 ENSMUSP00000152466 0.0294725655862038 0.851 FALSE FALSE -0.994 -0.497 0.497
1382 Lpp ENSMUSP00000078005 0.0121245293576924 0.811 FALSE FALSE 1.16 0.581 -0.581
1383 Lrp1 ENSMUSP00000044004 0.427884702746841 0.923 FALSE FALSE -0.179 -0.0895 0.0895
1384 Lrpap1 ENSMUSP00000030986 0.0242302386431146 0.843 FALSE FALSE 1.04 0.519 -0.519
1385 Lrpprc ENSMUSP00000107927 0.213512186884699 0.908 FALSE FALSE 0.198 0.0992 -0.0992
1386 Lrrc47 ENSMUSP00000030894 0.200740755143627 0.907 FALSE FALSE -0.235 -0.118 0.118
1387 Lrrc59 ENSMUSP00000021239 0.00118247213421556 0.631 FALSE FALSE 0.628 0.314 -0.314
1388 Lrrfip1 ENSMUSP00000095254 0.0603434741096933 0.875 FALSE FALSE 0.291 0.146 -0.146
1389 Lrrfip2 ENSMUSP00000095944 0.35615766962825 0.919 FALSE FALSE 0.653 0.326 -0.326
1390 Lsm12 ENSMUSP00000102774 0.386940494598731 0.921 FALSE FALSE 0.139 0.0697 -0.0697
1391 Lsm14a ENSMUSP00000145883 0.223486614782509 0.909 FALSE FALSE -0.271 -0.135 0.135
1392 Lsm2 ENSMUSP00000109644 0.253762285280899 0.912 FALSE FALSE -0.183 -0.0916 0.0916
1393 Lsm4 ENSMUSP00000149550 0.536405823604317 0.927 FALSE FALSE -0.191 -0.0953 0.0953
1394 Lsm7 ENSMUSP00000044993 0.00569723224410018 0.767 FALSE FALSE -0.674 -0.337 0.337
1395 Lta4h ENSMUSP00000016033 0.0571596817481173 0.874 FALSE FALSE -0.284 -0.142 0.142
1396 Luc7l ENSMUSP00000113405 0.000505176493693185 0.527 FALSE FALSE -1.5 -0.748 0.748
1397 Luc7l2 ENSMUSP00000125394 0.46920053710909 0.924 FALSE FALSE -0.155 -0.0773 0.0773
1398 Luc7l3 ENSMUSP00000103451 0.109538741854458 0.892 FALSE FALSE -0.647 -0.324 0.324
1399 Lyar ENSMUSP00000109741 0.00134046270431303 0.645 FALSE FALSE -0.516 -0.258 0.258
1400 Lypla1 ENSMUSP00000111191 0.0768949778802627 0.882 FALSE FALSE 0.441 0.221 -0.221
1401 Lyplal1 ENSMUSP00000048229 4.45997089723615e-05 0.181 FALSE FALSE 0.816 0.408 -0.408
1402 Lyrm4 ENSMUSP00000060779 0.00831348995585701 0.791 FALSE FALSE -0.581 -0.29 0.29
1403 Lyve1 ENSMUSP00000033050 0.791128319360084 0.935 FALSE FALSE -0.0851 -0.0425 0.0425
1404 Lzic ENSMUSP00000030842 0.97967745415527 0.939 FALSE FALSE 0.00386 0.00193 -0.00193
1405 Macf1 ENSMUSP00000119885 0.359553058254712 0.919 FALSE FALSE 0.203 0.101 -0.101
1406 Macrod1 ENSMUSP00000039507 0.0379666057082738 0.86 FALSE FALSE 0.461 0.231 -0.231
1407 Magoh ENSMUSP00000030348 7.47284108411525e-05 0.247 FALSE FALSE -0.803 -0.401 0.401
1408 Maip1 ENSMUSP00000027114 0.00321472651838714 0.726 FALSE FALSE -0.544 -0.272 0.272
1409 Man1a ENSMUSP00000151328 0.130592818536865 0.896 FALSE FALSE -0.196 -0.0978 0.0978
1410 Man2a1 ENSMUSP00000083928 0.114353446065854 0.893 FALSE FALSE -0.208 -0.104 0.104
1411 Man2b1 ENSMUSP00000034121 0.432106946911958 0.923 FALSE FALSE 0.0772 0.0386 -0.0386
1412 Manba ENSMUSP00000029814 0.000280965420194809 0.444 FALSE FALSE -2.49 -1.25 1.25
1413 Manbal ENSMUSP00000079965 0.0750666512136956 0.882 FALSE FALSE 1.04 0.518 -0.518
1414 Manf ENSMUSP00000066534 9.41960388342859e-05 0.28 FALSE FALSE -0.54 -0.27 0.27
1415 Maob ENSMUSP00000040550 0.439066536127693 0.923 FALSE FALSE 0.162 0.0809 -0.0809
1416 Map2k1 ENSMUSP00000005066 0.0986419946525963 0.889 FALSE FALSE 0.274 0.137 -0.137
1417 Map2k2 ENSMUSP00000100968 0.0274702338667978 0.848 FALSE FALSE 0.432 0.216 -0.216
1418 Map2k4 ENSMUSP00000041282 0.0606716703874517 0.875 FALSE FALSE 1.39 0.696 -0.696
1419 Map2k6 ENSMUSP00000020949 0.623703934685113 0.93 FALSE FALSE 0.55 0.275 -0.275
1420 Map4 ENSMUSP00000129362 0.185350322153351 0.905 FALSE FALSE 0.2 0.1 -0.1
1421 Map4.1 ENSMUSP00000132662 0.0105124357339324 0.804 FALSE FALSE 0.344 0.172 -0.172
1422 Map4.2 ENSMUSP00000143171 0.272520964278146 0.913 FALSE FALSE 1.24 0.618 -0.618
1423 Map7 ENSMUSP00000020173 0.372326101825926 0.92 FALSE FALSE 0.164 0.0821 -0.0821
1424 Mapk1 ENSMUSP00000156154 0.0109486525237875 0.806 FALSE FALSE 0.408 0.204 -0.204
1425 Mapk14 ENSMUSP00000110402 0.622875846287523 0.93 FALSE FALSE -0.126 -0.0628 0.0628
1426 Mapk3 ENSMUSP00000088880 0.25909176750305 0.912 FALSE FALSE -0.697 -0.348 0.348
1427 Mapre1 ENSMUSP00000028981 0.0595847752262164 0.875 FALSE FALSE -0.341 -0.17 0.17
1428 Mapre3 ENSMUSP00000031058 0.00286666833528014 0.716 FALSE FALSE 0.663 0.332 -0.332
1429 Marcks ENSMUSP00000090245 0.00253633319532882 0.706 FALSE FALSE 0.479 0.24 -0.24
1430 Marcksl1 ENSMUSP00000055637 0.549069110242957 0.927 FALSE FALSE -0.0857 -0.0428 0.0428
1431 Mars ENSMUSP00000037446 0.531029833949217 0.927 FALSE FALSE 0.13 0.0651 -0.0651
1432 Mat1a ENSMUSP00000153488 0.0180912718501722 0.831 FALSE FALSE 0.429 0.214 -0.214
1433 Mat2a ENSMUSP00000142136 0.79595795769943 0.935 FALSE FALSE 0.081 0.0405 -0.0405
1434 Mat2a.1 ENSMUSP00000145760 0.804822810097526 0.935 FALSE FALSE 0.216 0.108 -0.108
1435 Mat2b ENSMUSP00000098901 0.0235269307085615 0.842 FALSE FALSE 0.295 0.147 -0.147
1436 Matr3 ENSMUSP00000158537 0.0195505308089717 0.834 FALSE FALSE -0.762 -0.381 0.381
1437 Mavs ENSMUSP00000105828 0.57495776919131 0.928 FALSE FALSE 0.068 0.034 -0.034
1438 Mb ENSMUSP00000155115 0.862953845317209 0.936 FALSE FALSE -0.325 -0.163 0.163
1439 Mbl1 ENSMUSP00000153147 0.00336192727873957 0.729 FALSE FALSE -0.397 -0.199 0.199
1440 Mbnl1 ENSMUSP00000141954 0.466196714445439 0.924 FALSE FALSE -0.421 -0.21 0.21
1441 Mboat7 ENSMUSP00000037107 0.928190476896559 0.938 FALSE FALSE -0.0174 -0.0087 0.0087
1442 Mbp ENSMUSP00000114230 0.0484281740136599 0.868 FALSE FALSE 0.33 0.165 -0.165
1443 Mcat ENSMUSP00000051569 0.700649074292041 0.932 FALSE FALSE 0.0748 0.0374 -0.0374
1444 Mccc1 ENSMUSP00000029259 0.65564313246566 0.931 FALSE FALSE 0.0618 0.0309 -0.0309
1445 Mccc2 ENSMUSP00000022148 0.113791618373859 0.893 FALSE FALSE 0.485 0.242 -0.242
1446 Mcee ENSMUSP00000047855 0.758147867743099 0.934 FALSE FALSE 0.0516 0.0258 -0.0258
1447 Mcfd2 ENSMUSP00000123352 0.00625639888129669 0.773 FALSE FALSE -0.654 -0.327 0.327
1448 Mcts1 ENSMUSP00000000365 0.392337361140475 0.921 FALSE FALSE 0.139 0.0697 -0.0697
1449 Mdh1 ENSMUSP00000099938 0.0535672706075233 0.871 FALSE FALSE 0.258 0.129 -0.129
1450 Mdh2 ENSMUSP00000019323 0.0558811604364899 0.873 FALSE FALSE 0.223 0.112 -0.112
1451 Mecp2 ENSMUSP00000127115 0.00536832131075602 0.763 FALSE FALSE -0.579 -0.289 0.289
1452 Mecr ENSMUSP00000030742 0.191756385876914 0.906 FALSE FALSE -0.17 -0.0852 0.0852
1453 Memo1 ENSMUSP00000156956 0.917825562282586 0.937 FALSE FALSE -0.0203 -0.0102 0.0102
1454 Mesd ENSMUSP00000091768 0.222244331965505 0.909 FALSE FALSE -0.141 -0.0707 0.0707
1455 Met ENSMUSP00000118755 0.425296026065917 0.922 FALSE FALSE 0.206 0.103 -0.103
1456 Metap1 ENSMUSP00000029804 0.733658991173711 0.933 FALSE FALSE -0.258 -0.129 0.129
1457 Metap2 ENSMUSP00000137904 0.928274349694354 0.938 FALSE FALSE 0.00879 0.00439 -0.00439
1458 Mettl7a1 ENSMUSP00000065271 0.980722739826984 0.939 FALSE FALSE -0.00347 -0.00173 0.00173
1459 Mettl7b ENSMUSP00000026398 0.108072600825977 0.892 FALSE FALSE 0.337 0.168 -0.168
1460 Mfap1a ENSMUSP00000087372 0.877183257785396 0.937 FALSE FALSE 0.0234 0.0117 -0.0117
1461 Mgll ENSMUSP00000109215 0.00406677602609972 0.744 FALSE FALSE 2.63 1.32 -1.32
1462 Mgst1 ENSMUSP00000112646 0.635634377318054 0.93 FALSE FALSE -0.0804 -0.0402 0.0402
1463 Mia2 ENSMUSP00000151482 0.674449174527321 0.931 FALSE FALSE -0.0391 -0.0195 0.0195
1464 Mia3 ENSMUSP00000104786 0.403607580009034 0.921 FALSE FALSE 0.154 0.077 -0.077
1465 Mia3.1 ENSMUSP00000141268 0.0970928738509619 0.889 FALSE FALSE -0.463 -0.232 0.232
1466 Micos10 ENSMUSP00000117583 0.101282496226368 0.89 FALSE FALSE 0.559 0.279 -0.279
1467 Micos13 ENSMUSP00000052908 0.932720611961775 0.938 FALSE FALSE -0.0176 -0.00881 0.00881
1468 Mif ENSMUSP00000041149 0.0455096763966286 0.866 FALSE FALSE 0.248 0.124 -0.124
1469 Mindy1 ENSMUSP00000127839 0.57295702666866 0.928 FALSE FALSE -0.597 -0.299 0.299
1470 Mlec ENSMUSP00000107749 0.82985529631077 0.935 FALSE FALSE -0.0361 -0.0181 0.0181
1471 Mlycd ENSMUSP00000095970 0.701275365927715 0.932 FALSE FALSE -0.153 -0.0767 0.0767
1472 Mmaa ENSMUSP00000048826 0.317960199071297 0.917 FALSE FALSE -0.391 -0.196 0.196
1473 Mmab ENSMUSP00000107864 0.0025561725180305 0.707 FALSE FALSE 0.618 0.309 -0.309
1474 Mmgt1 ENSMUSP00000051621 0.195772475714145 0.906 FALSE FALSE 0.636 0.318 -0.318
1475 Mmut ENSMUSP00000130941 0.93444800144625 0.938 FALSE FALSE 0.00989 0.00494 -0.00494
1476 Mocos ENSMUSP00000063609 0.506735653480575 0.926 FALSE FALSE 0.276 0.138 -0.138
1477 Mocs1 ENSMUSP00000133694 0.00898807077338892 0.795 FALSE FALSE -0.634 -0.317 0.317
1478 Mocs2 ENSMUSP00000139355 0.0660456069609222 0.878 FALSE FALSE 0.316 0.158 -0.158
1479 Mogs ENSMUSP00000032114 0.00719245867285887 0.782 FALSE FALSE -2.13 -1.06 1.06
1480 Mospd2 ENSMUSP00000107866 0.00275587587027189 0.713 FALSE FALSE 0.675 0.337 -0.337
1481 Mpc1 ENSMUSP00000122214 0.297141899934749 0.915 FALSE FALSE 0.202 0.101 -0.101
1482 Mpc2 ENSMUSP00000027853 0.0770189264956338 0.882 FALSE FALSE -0.333 -0.166 0.166
1483 Mpdu1 ENSMUSP00000133074 0.0084826401760965 0.792 FALSE FALSE 0.549 0.275 -0.275
1484 Mpi ENSMUSP00000034856 0.123775996581125 0.895 FALSE FALSE -0.308 -0.154 0.154
1485 Mpp6 ENSMUSP00000144737 0.521269313107651 0.926 FALSE FALSE 0.0888 0.0444 -0.0444
1486 Mprip ENSMUSP00000114446 0.00230708408988996 0.698 FALSE FALSE 1.49 0.745 -0.745
1487 Mpst ENSMUSP00000155371 1.72134191737928e-05 0.103 FALSE FALSE 1.27 0.637 -0.637
1488 Mrc1 ENSMUSP00000028045 0.0402211991471104 0.862 FALSE FALSE -1.59 -0.797 0.797
1489 Mrpl1 ENSMUSP00000112451 0.994180671712987 0.939 FALSE FALSE -0.00112 -0.000559 0.000559
1490 Mrpl12 ENSMUSP00000044417 0.8775508753416 0.937 FALSE FALSE 0.0175 0.00873 -0.00873
1491 Mrpl14 ENSMUSP00000024734 0.938168683953059 0.938 FALSE FALSE 0.0599 0.0299 -0.0299
1492 Mrpl16 ENSMUSP00000128915 0.0886897932695725 0.886 FALSE FALSE -0.336 -0.168 0.168
1493 Mrpl24 ENSMUSP00000114111 0.948982799553086 0.938 FALSE FALSE -0.07 -0.035 0.035
1494 Mrpl28 ENSMUSP00000025014 0.825688163339746 0.935 FALSE FALSE -0.0501 -0.0251 0.0251
1495 Mrpl33 ENSMUSP00000031024 0.725944174268469 0.933 FALSE FALSE 0.267 0.134 -0.134
1496 Mrpl40 ENSMUSP00000113065 0.977131708398355 0.939 FALSE FALSE 0.00549 0.00274 -0.00274
1497 Mrpl41 ENSMUSP00000043561 0.171273394632091 0.903 FALSE FALSE 0.179 0.0896 -0.0896
1498 Mrpl47 ENSMUSP00000048078 0.120515373767811 0.894 FALSE FALSE 0.23 0.115 -0.115
1499 Mrpl49 ENSMUSP00000007482 0.219418709590498 0.909 FALSE FALSE 0.69 0.345 -0.345
1500 Mrpl50 ENSMUSP00000062476 0.604796842525578 0.929 FALSE FALSE -0.451 -0.226 0.226
1501 Mrpl55 ENSMUSP00000104413 0.314050309076048 0.916 FALSE FALSE 0.191 0.0953 -0.0953
1502 Mrps11 ENSMUSP00000032840 0.292682645007049 0.915 FALSE FALSE -0.437 -0.218 0.218
1503 Mrps17 ENSMUSP00000122093 0.114320788408449 0.893 FALSE FALSE 0.453 0.226 -0.226
1504 Mrps18b ENSMUSP00000134183 0.440546619001701 0.923 FALSE FALSE 0.161 0.0806 -0.0806
1505 Mrps22 ENSMUSP00000035034 0.0923158715652385 0.887 FALSE FALSE 0.299 0.15 -0.15
1506 Mrps23 ENSMUSP00000141978 0.748906256447823 0.933 FALSE FALSE -0.0676 -0.0338 0.0338
1507 Mrps25 ENSMUSP00000114402 0.973132024987179 0.939 FALSE FALSE 0.00605 0.00303 -0.00303
1508 Mrps27 ENSMUSP00000062326 0.187118700068859 0.905 FALSE FALSE -0.316 -0.158 0.158
1509 Mrps30 ENSMUSP00000022245 0.664321102108904 0.931 FALSE FALSE 0.237 0.118 -0.118
1510 Mrps31 ENSMUSP00000033934 0.770478134957653 0.934 FALSE FALSE -0.257 -0.128 0.128
1511 Mrps36 ENSMUSP00000104957 0.448290960921923 0.923 FALSE FALSE 0.075 0.0375 -0.0375
1512 Mrps5 ENSMUSP00000028852 0.349751489731806 0.918 FALSE FALSE -0.716 -0.358 0.358
1513 Mrps7 ENSMUSP00000053033 0.859109755082197 0.936 FALSE FALSE 0.106 0.0532 -0.0532
1514 Mrps9 ENSMUSP00000056855 0.704064038743945 0.932 FALSE FALSE -0.0558 -0.0279 0.0279
1515 Mrrf ENSMUSP00000028250 0.000297580867962479 0.453 FALSE FALSE -0.862 -0.431 0.431
1516 Msn ENSMUSP00000113071 0.602212530676214 0.929 FALSE FALSE -0.0715 -0.0358 0.0358
1517 Msr1 ENSMUSP00000147644 0.955196286651253 0.938 FALSE FALSE -0.0153 -0.00765 0.00765
1518 Msra ENSMUSP00000065754 0.000157818149158971 0.357 FALSE FALSE 0.467 0.234 -0.234
1519 Msrb1 ENSMUSP00000110917 0.0077798067978829 0.787 FALSE FALSE -0.716 -0.358 0.358
1520 mt-Atp8 ENSMUSP00000080995 0.0416753201722566 0.863 FALSE FALSE 0.417 0.209 -0.209
1521 mt-Nd1 ENSMUSP00000080991 0.970153320036756 0.939 FALSE FALSE 0.0128 0.00638 -0.00638
1522 mt-Nd2 ENSMUSP00000080992 0.158690957726008 0.901 FALSE FALSE 0.423 0.212 -0.212
1523 mt-Nd5 ENSMUSP00000081001 0.0778839059193511 0.883 FALSE FALSE 0.487 0.243 -0.243
1524 Mt1 ENSMUSP00000034215 0.190325552680407 0.905 FALSE FALSE -0.66 -0.33 0.33
1525 Mtap ENSMUSP00000061092 0.410033678873474 0.922 FALSE FALSE 0.116 0.058 -0.058
1526 Mtch2 ENSMUSP00000149233 0.00367082136921327 0.736 FALSE FALSE -0.485 -0.242 0.242
1527 Mtdh ENSMUSP00000022865 0.1374888122729 0.898 FALSE FALSE -0.205 -0.103 0.103
1528 Mtfr1l ENSMUSP00000111983 0.013811302135845 0.818 FALSE FALSE -0.582 -0.291 0.291
1529 Mthfd1 ENSMUSP00000021443 0.649520139844523 0.931 FALSE FALSE 0.0676 0.0338 -0.0338
1530 Mthfsl ENSMUSP00000150907 0.340683471393326 0.918 FALSE FALSE 0.205 0.102 -0.102
1531 Mtif2 ENSMUSP00000114299 0.494285154725915 0.925 FALSE FALSE 0.29 0.145 -0.145
1532 Mtif3 ENSMUSP00000106195 0.790268845285654 0.935 FALSE FALSE 0.199 0.0994 -0.0994
1533 Mtpn ENSMUSP00000031866 0.0277254061861292 0.848 FALSE FALSE 0.855 0.427 -0.427
1534 Mttp ENSMUSP00000029805 0.852625328226204 0.936 FALSE FALSE -0.0792 -0.0396 0.0396
1535 Mtus1 ENSMUSP00000112626 0.381174439712892 0.92 FALSE FALSE 0.273 0.137 -0.137
1536 Mtx1 ENSMUSP00000133282 0.146080298356855 0.899 FALSE FALSE -0.191 -0.0957 0.0957
1537 Mtx2 ENSMUSP00000028511 0.935270794085975 0.938 FALSE FALSE 0.0139 0.00697 -0.00697
1538 Mug1 ENSMUSP00000032228 1.21938279335313e-05 0.0801 FALSE FALSE -1.87 -0.937 0.937
1539 Mug2 ENSMUSP00000080469 0.791557795791807 0.935 FALSE FALSE 0.17 0.0849 -0.0849
1540 Mybbp1a ENSMUSP00000044827 0.0562501253242418 0.873 FALSE FALSE -0.389 -0.194 0.194
1541 Mybpc1 ENSMUSP00000112615 0.405551190987551 0.921 FALSE FALSE 0.966 0.483 -0.483
1542 Mybpc2 ENSMUSP00000130127 0.81529348977572 0.935 FALSE FALSE -0.303 -0.151 0.151
1543 Mycbp ENSMUSP00000030400 0.601870587860076 0.929 FALSE FALSE 0.0913 0.0456 -0.0456
1544 Myd88 ENSMUSP00000035092 0.154462593232805 0.901 FALSE FALSE 0.524 0.262 -0.262
1545 Mydgf ENSMUSP00000019723 0.91727774520393 0.937 FALSE FALSE 0.0117 0.00585 -0.00585
1546 Myh1 ENSMUSP00000117569 0.388055483963641 0.921 FALSE FALSE 1.29 0.643 -0.643
1547 Myh10 ENSMUSP00000099671 0.214227982392368 0.908 FALSE FALSE 0.41 0.205 -0.205
1548 Myh11 ENSMUSP00000155052 0.969875609565247 0.939 FALSE FALSE 0.00898 0.00449 -0.00449
1549 Myh14 ENSMUSP00000103531 0.00361738645453294 0.735 FALSE FALSE 1.02 0.512 -0.512
1550 Myh15 ENSMUSP00000127539 0.0838164278765106 0.885 FALSE FALSE -0.805 -0.402 0.402
1551 Myh2 ENSMUSP00000129544 0.4226337918324 0.922 FALSE FALSE -1.72 -0.858 0.858
1552 Myh4 ENSMUSP00000127514 0.83268947535638 0.936 FALSE FALSE -0.357 -0.179 0.179
1553 Myh7 ENSMUSP00000126840 0.71758117706009 0.933 FALSE FALSE 0.635 0.317 -0.317
1554 Myh7b ENSMUSP00000090672 0.888936130876765 0.937 FALSE FALSE -0.0785 -0.0393 0.0393
1555 Myh9 ENSMUSP00000016771 0.00023755312406626 0.419 FALSE FALSE 0.628 0.314 -0.314
1556 Myl1 ENSMUSP00000027151 0.705070722792688 0.932 FALSE FALSE 0.755 0.378 -0.378
1557 Myl3 ENSMUSP00000078715 0.105206435424606 0.891 FALSE FALSE 1.83 0.917 -0.917
1558 Myl6 ENSMUSP00000151693 0.0136261841011596 0.817 FALSE FALSE 0.382 0.191 -0.191
1559 Mylk ENSMUSP00000023538 0.0720906195772165 0.881 FALSE FALSE 0.374 0.187 -0.187
1560 Mylpf ENSMUSP00000145886 0.986523671986028 0.939 FALSE FALSE -0.0445 -0.0222 0.0222
1561 Myo16 ENSMUSP00000146796 0.239823490944089 0.911 FALSE FALSE 0.85 0.425 -0.425
1562 Myo18a ENSMUSP00000104013 0.510867628239785 0.926 FALSE FALSE 0.171 0.0853 -0.0853
1563 Myo1b ENSMUSP00000110184 0.00339161883734686 0.73 FALSE FALSE -0.715 -0.358 0.358
1564 Myo1c ENSMUSP00000099562 0.0317712661908198 0.854 FALSE FALSE 0.302 0.151 -0.151
1565 Myo6 ENSMUSP00000108891 0.122249853851756 0.895 FALSE FALSE 0.163 0.0813 -0.0813
1566 Myom1 ENSMUSP00000136266 0.225210484536473 0.909 FALSE FALSE 0.866 0.433 -0.433
1567 Myom2 ENSMUSP00000033842 0.292550597193091 0.915 FALSE FALSE 1.56 0.779 -0.779
