Protein.ID Gene.Name name ID
1489 ENSMUSP00000061092 Mtap Mtap ENSMUSP00000061092
1490 ENSMUSP00000149233 Mtch2 Mtch2 ENSMUSP00000149233
1491 ENSMUSP00000022865 Mtdh Mtdh ENSMUSP00000022865
1492 ENSMUSP00000111983 Mtfr1l Mtfr1l ENSMUSP00000111983
1493 ENSMUSP00000021443 Mthfd1 Mthfd1 ENSMUSP00000021443
1494 ENSMUSP00000150907 Mthfsl Mthfsl ENSMUSP00000150907
1495 ENSMUSP00000114299 Mtif2 Mtif2 ENSMUSP00000114299
1496 ENSMUSP00000106195 Mtif3 Mtif3 ENSMUSP00000106195
1497 ENSMUSP00000031866 Mtpn Mtpn ENSMUSP00000031866
1498 ENSMUSP00000029805 Mttp Mttp ENSMUSP00000029805
1499 ENSMUSP00000112626 Mtus1 Mtus1 ENSMUSP00000112626
1500 ENSMUSP00000133282 Mtx1 Mtx1 ENSMUSP00000133282
1501 ENSMUSP00000028511 Mtx2 Mtx2 ENSMUSP00000028511
1502 ENSMUSP00000032228 Mug1 Mug1 ENSMUSP00000032228
1503 ENSMUSP00000080469 Mug2 Mug2 ENSMUSP00000080469
1504 ENSMUSP00000095655 Mup10 Mup10 ENSMUSP00000095655
1505 ENSMUSP00000144130 Mup15 Mup15 ENSMUSP00000144130
1506 ENSMUSP00000103108 Mup17 Mup17 ENSMUSP00000103108
1507 ENSMUSP00000073667 Mup20 Mup20 ENSMUSP00000073667
1508 ENSMUSP00000103112 Mup3 Mup3 ENSMUSP00000103112
1509 ENSMUSP00000078636 Mup7 Mup7 ENSMUSP00000078636
1510 ENSMUSP00000144443 Mup9 Mup9 ENSMUSP00000144443
1511 ENSMUSP00000127250 Mvp Mvp ENSMUSP00000127250
1512 ENSMUSP00000044827 Mybbp1a Mybbp1a ENSMUSP00000044827
1513 ENSMUSP00000112615 Mybpc1 Mybpc1 ENSMUSP00000112615
1514 ENSMUSP00000130127 Mybpc2 Mybpc2 ENSMUSP00000130127
1515 ENSMUSP00000030400 Mycbp Mycbp ENSMUSP00000030400
1516 ENSMUSP00000035092 Myd88 Myd88 ENSMUSP00000035092
1517 ENSMUSP00000019723 Mydgf Mydgf ENSMUSP00000019723
1518 ENSMUSP00000117569 Myh1 Myh1 ENSMUSP00000117569
1519 ENSMUSP00000099671 Myh10 Myh10 ENSMUSP00000099671
1520 ENSMUSP00000155052 Myh11 Myh11 ENSMUSP00000155052
1521 ENSMUSP00000103531 Myh14 Myh14 ENSMUSP00000103531
1522 ENSMUSP00000127539 Myh15 Myh15 ENSMUSP00000127539
1523 ENSMUSP00000129544 Myh2 Myh2 ENSMUSP00000129544
1524 ENSMUSP00000127514 Myh4 Myh4 ENSMUSP00000127514
1525 ENSMUSP00000126840 Myh7 Myh7 ENSMUSP00000126840
1526 ENSMUSP00000090672 Myh7b Myh7b ENSMUSP00000090672
1527 ENSMUSP00000016771 Myh9 Myh9 ENSMUSP00000016771
1528 ENSMUSP00000027151 Myl1 Myl1 ENSMUSP00000027151
1529 ENSMUSP00000078715 Myl3 Myl3 ENSMUSP00000078715
1530 ENSMUSP00000151693 Myl6 Myl6 ENSMUSP00000151693
1531 ENSMUSP00000023538 Mylk Mylk ENSMUSP00000023538
1532 ENSMUSP00000145886 Mylpf Mylpf ENSMUSP00000145886
1533 ENSMUSP00000146796 Myo16 Myo16 ENSMUSP00000146796
1534 ENSMUSP00000104013 Myo18a Myo18a ENSMUSP00000104013
1535 ENSMUSP00000110184 Myo1b Myo1b ENSMUSP00000110184
1536 ENSMUSP00000099562 Myo1c Myo1c ENSMUSP00000099562
1537 ENSMUSP00000108891 Myo6 Myo6 ENSMUSP00000108891
1538 ENSMUSP00000136266 Myom1 Myom1 ENSMUSP00000136266
1539 ENSMUSP00000033842 Myom2 Myom2 ENSMUSP00000033842
1540 ENSMUSP00000110031 Naa10 Naa10 ENSMUSP00000110031
1541 ENSMUSP00000029303 Naa15 Naa15 ENSMUSP00000029303
1542 ENSMUSP00000067361 Naa50 Naa50 ENSMUSP00000067361
1543 ENSMUSP00000089680 Naca Naca ENSMUSP00000089680
1544 ENSMUSP00000098353 Nadk2 Nadk2 ENSMUSP00000098353
1545 ENSMUSP00000125456 Nae1 Nae1 ENSMUSP00000125456
1546 ENSMUSP00000023088 Naga Naga ENSMUSP00000023088
1547 ENSMUSP00000109481 Nagk Nagk ENSMUSP00000109481
1548 ENSMUSP00000001802 Naglu Naglu ENSMUSP00000001802
1549 ENSMUSP00000050258 Nags Nags ENSMUSP00000050258
1550 ENSMUSP00000020886 Nampt Nampt ENSMUSP00000020886
1551 ENSMUSP00000030018 Nans Nans ENSMUSP00000030018
1552 ENSMUSP00000151507 Nap1l1 Nap1l1 ENSMUSP00000151507
1553 ENSMUSP00000072510 Nap1l4 Nap1l4 ENSMUSP00000072510
1554 ENSMUSP00000006181 Napa Napa ENSMUSP00000006181
1555 ENSMUSP00000158047 Napg Napg ENSMUSP00000158047
1556 ENSMUSP00000023237 Naprt Naprt ENSMUSP00000023237
1557 ENSMUSP00000079946 Nasp Nasp ENSMUSP00000079946
1558 ENSMUSP00000130065 Nat2 Nat2 ENSMUSP00000130065
1559 ENSMUSP00000133475 Nat8f1 Nat8f1 ENSMUSP00000133475
1560 ENSMUSP00000044587 Nat8f2 Nat8f2 ENSMUSP00000044587
1561 ENSMUSP00000136363 Naxd Naxd ENSMUSP00000136363
1562 ENSMUSP00000029708 Naxe Naxe ENSMUSP00000029708
1563 ENSMUSP00000141700 Ncam1 Ncam1 ENSMUSP00000141700
1564 ENSMUSP00000027438 Ncl Ncl ENSMUSP00000027438
1565 ENSMUSP00000112744 Ncln Ncln ENSMUSP00000112744
1566 ENSMUSP00000003550 Ncstn Ncstn ENSMUSP00000003550
1567 ENSMUSP00000107259 Ndrg2 Ndrg2 ENSMUSP00000107259
1568 ENSMUSP00000027478 Ndufa10 Ndufa10 ENSMUSP00000027478
1569 ENSMUSP00000002452 Ndufa11 Ndufa11 ENSMUSP00000002452
1570 ENSMUSP00000020209 Ndufa12 Ndufa12 ENSMUSP00000020209
1571 ENSMUSP00000105796 Ndufa13 Ndufa13 ENSMUSP00000105796
1572 ENSMUSP00000014438 Ndufa2 Ndufa2 ENSMUSP00000014438
1573 ENSMUSP00000075953 Ndufa3 Ndufa3 ENSMUSP00000075953
1574 ENSMUSP00000145413 Ndufa4 Ndufa4 ENSMUSP00000145413
1575 ENSMUSP00000023851 Ndufa5 Ndufa5 ENSMUSP00000023851
1576 ENSMUSP00000023085 Ndufa6 Ndufa6 ENSMUSP00000023085
1577 ENSMUSP00000039692 Ndufa7 Ndufa7 ENSMUSP00000039692
1578 ENSMUSP00000065352 Ndufa8 Ndufa8 ENSMUSP00000065352
1579 ENSMUSP00000085523 Ndufa9 Ndufa9 ENSMUSP00000085523
1580 ENSMUSP00000114756 Ndufab1 Ndufab1 ENSMUSP00000114756
1581 ENSMUSP00000106426 Ndufaf1 Ndufaf1 ENSMUSP00000106426
1582 ENSMUSP00000130532 Ndufaf2 Ndufaf2 ENSMUSP00000130532
1583 ENSMUSP00000029925 Ndufaf4 Ndufaf4 ENSMUSP00000029925
1584 ENSMUSP00000043543 Ndufb10 Ndufb10 ENSMUSP00000043543
1585 ENSMUSP00000112320 Ndufb11 Ndufb11 ENSMUSP00000112320
1586 ENSMUSP00000027193 Ndufb3 Ndufb3 ENSMUSP00000027193
1587 ENSMUSP00000023514 Ndufb4 Ndufb4 ENSMUSP00000023514
1588 ENSMUSP00000113602 Ndufb5 Ndufb5 ENSMUSP00000113602
1589 ENSMUSP00000103743 Ndufb6 Ndufb6 ENSMUSP00000103743
1590 ENSMUSP00000037341 Ndufb7 Ndufb7 ENSMUSP00000037341
1591 ENSMUSP00000026222 Ndufb8 Ndufb8 ENSMUSP00000026222
1592 ENSMUSP00000022980 Ndufb9 Ndufb9 ENSMUSP00000022980
1593 ENSMUSP00000032882 Ndufc2 Ndufc2 ENSMUSP00000032882
1594 ENSMUSP00000126621 Ndufs1 Ndufs1 ENSMUSP00000126621
1595 ENSMUSP00000106950 Ndufs2 Ndufs2 ENSMUSP00000106950
1596 ENSMUSP00000150956 Ndufs3 Ndufs3 ENSMUSP00000150956
1597 ENSMUSP00000022286 Ndufs4 Ndufs4 ENSMUSP00000022286
1598 ENSMUSP00000101813 Ndufs5 Ndufs5 ENSMUSP00000101813
1599 ENSMUSP00000022097 Ndufs6 Ndufs6 ENSMUSP00000022097
1600 ENSMUSP00000101003 Ndufs7 Ndufs7 ENSMUSP00000101003
1601 ENSMUSP00000158541 Ndufs8 Ndufs8 ENSMUSP00000158541
1602 ENSMUSP00000123069 Ndufv1 Ndufv1 ENSMUSP00000123069
1603 ENSMUSP00000121557 Ndufv2 Ndufv2 ENSMUSP00000121557
1604 ENSMUSP00000049000 Ndufv3 Ndufv3 ENSMUSP00000049000
1605 ENSMUSP00000066303 Ndufv3 Ndufv3.1 ENSMUSP00000066303
1606 ENSMUSP00000158777 Neb Neb ENSMUSP00000158777
1607 ENSMUSP00000032477 Necap1 Necap1 ENSMUSP00000032477
1608 ENSMUSP00000034740 Nedd4 Nedd4 ENSMUSP00000034740
1609 ENSMUSP00000029147 Nfs1 Nfs1 ENSMUSP00000029147
1610 ENSMUSP00000113332 Nfu1 Nfu1 ENSMUSP00000113332
1611 ENSMUSP00000153445 Ngly1 Ngly1 ENSMUSP00000153445
1612 ENSMUSP00000035061 Ngp Ngp ENSMUSP00000035061
1613 ENSMUSP00000121186 Ninj1 Ninj1 ENSMUSP00000121186
1614 ENSMUSP00000049338 Nipsnap1 Nipsnap1 ENSMUSP00000049338
1615 ENSMUSP00000141131 Nipsnap2 Nipsnap2 ENSMUSP00000141131
1616 ENSMUSP00000015391 Nipsnap3b Nipsnap3b ENSMUSP00000015391
1617 ENSMUSP00000106927 Nit1 Nit1 ENSMUSP00000106927
1618 ENSMUSP00000023432 Nit2 Nit2 ENSMUSP00000023432
1619 ENSMUSP00000104938 Nln Nln ENSMUSP00000104938
1620 ENSMUSP00000146044 Nlrp4a Nlrp4a ENSMUSP00000146044
1621 ENSMUSP00000117022 Nme1 Nme1 ENSMUSP00000117022
1622 ENSMUSP00000120647 Nmi Nmi ENSMUSP00000120647
1623 ENSMUSP00000021314 Nmt1 Nmt1 ENSMUSP00000021314
1624 ENSMUSP00000070564 Nnt Nnt ENSMUSP00000070564
1625 ENSMUSP00000152581 Nol7 Nol7 ENSMUSP00000152581
1626 ENSMUSP00000153329 Nolc1 Nolc1 ENSMUSP00000153329
1627 ENSMUSP00000033121 Nomo1 Nomo1 ENSMUSP00000033121
1628 ENSMUSP00000033673 Nono Nono ENSMUSP00000033673
1629 ENSMUSP00000028553 Nop10 Nop10 ENSMUSP00000028553
1630 ENSMUSP00000099487 Nop56 Nop56 ENSMUSP00000099487
1631 ENSMUSP00000140250 Nop58 Nop58 ENSMUSP00000140250
1632 ENSMUSP00000021668 Npc2 Npc2 ENSMUSP00000021668
1633 ENSMUSP00000042808 Npepl1 Npepl1 ENSMUSP00000042808
1634 ENSMUSP00000001480 Npepps Npepps ENSMUSP00000001480
1635 ENSMUSP00000099306 Nploc4 Nploc4 ENSMUSP00000099306
1636 ENSMUSP00000075067 Npm1 Npm1 ENSMUSP00000075067
1637 ENSMUSP00000003947 Nqo1 Nqo1 ENSMUSP00000003947
1638 ENSMUSP00000152068 Nqo2 Nqo2 ENSMUSP00000152068
1639 ENSMUSP00000152294 Nqo2 Nqo2.1 ENSMUSP00000152294
1640 ENSMUSP00000033715 Nsdhl Nsdhl ENSMUSP00000033715
1641 ENSMUSP00000099364 Nsf Nsf ENSMUSP00000099364
1642 ENSMUSP00000099449 Nsfl1c Nsfl1c ENSMUSP00000099449
1643 ENSMUSP00000022087 Nsun2 Nsun2 ENSMUSP00000022087
1644 ENSMUSP00000102140 Nt5c Nt5c ENSMUSP00000102140
1645 ENSMUSP00000098918 Nt5c3 Nt5c3 ENSMUSP00000098918
1646 ENSMUSP00000034992 Nt5e Nt5e ENSMUSP00000034992
1647 ENSMUSP00000044292 Nubpl Nubpl ENSMUSP00000044292
1648 ENSMUSP00000147383 Nucb1 Nucb1 ENSMUSP00000147383
1649 ENSMUSP00000140818 Nucks1 Nucks1 ENSMUSP00000140818
1650 ENSMUSP00000030665 Nudc Nudc ENSMUSP00000030665
1651 ENSMUSP00000123991 Nudcd2 Nudcd2 ENSMUSP00000123991
1652 ENSMUSP00000025065 Nudt12 Nudt12 ENSMUSP00000025065
1653 ENSMUSP00000047778 Nudt19 Nudt19 ENSMUSP00000047778
1654 ENSMUSP00000034204 Nudt21 Nudt21 ENSMUSP00000034204
1655 ENSMUSP00000136233 Nudt5 Nudt5 ENSMUSP00000136233
1656 ENSMUSP00000114598 Nudt7 Nudt7 ENSMUSP00000114598
1657 ENSMUSP00000114631 Nudt9 Nudt9 ENSMUSP00000114631
1658 ENSMUSP00000098365 Nufip2 Nufip2 ENSMUSP00000098365
1659 ENSMUSP00000081912 Numa1 Numa1 ENSMUSP00000081912
1660 ENSMUSP00000113591 Numb Numb ENSMUSP00000113591
1661 ENSMUSP00000155656 Nup50 Nup50 ENSMUSP00000155656
1662 ENSMUSP00000046540 Nup54 Nup54 ENSMUSP00000046540
1663 ENSMUSP00000147181 Nup62 Nup62 ENSMUSP00000147181
1664 ENSMUSP00000148700 Nup93 Nup93 ENSMUSP00000148700
1665 ENSMUSP00000148713 Nutf2 Nutf2 ENSMUSP00000148713
1666 ENSMUSP00000081544 Oat Oat ENSMUSP00000081544
1667 ENSMUSP00000158795 Obscn Obscn ENSMUSP00000158795
1668 ENSMUSP00000031038 Ociad1 Ociad1 ENSMUSP00000031038
1669 ENSMUSP00000092050 Odr4 Odr4 ENSMUSP00000092050
1670 ENSMUSP00000099090 Ogdh Ogdh ENSMUSP00000099090
1671 ENSMUSP00000029087 Ogfr Ogfr ENSMUSP00000029087
1672 ENSMUSP00000021822 Ogn Ogn ENSMUSP00000021822
1673 ENSMUSP00000028517 Ola1 Ola1 ENSMUSP00000028517
1674 ENSMUSP00000123880 Opa1 Opa1 ENSMUSP00000123880
1675 ENSMUSP00000129100 Oplah Oplah ENSMUSP00000129100
1676 ENSMUSP00000110648 Optn Optn ENSMUSP00000110648
1677 ENSMUSP00000030044 Orm1 Orm1 ENSMUSP00000030044
1678 ENSMUSP00000025590 Osbp Osbp ENSMUSP00000025590
1679 ENSMUSP00000157998 Ostf1 Ostf1 ENSMUSP00000157998
1680 ENSMUSP00000111190 Otc Otc ENSMUSP00000111190
1681 ENSMUSP00000057607 Otol1 Otol1 ENSMUSP00000057607
1682 ENSMUSP00000115195 Otub1 Otub1 ENSMUSP00000115195
1683 ENSMUSP00000108244 Oxsm Oxsm ENSMUSP00000108244
1684 ENSMUSP00000042155 Oxsr1 Oxsr1 ENSMUSP00000042155
1685 ENSMUSP00000026122 P4hb P4hb ENSMUSP00000026122
1686 ENSMUSP00000114434 Pa2g4 Pa2g4 ENSMUSP00000114434
1687 ENSMUSP00000001809 Pabpc1 Pabpc1 ENSMUSP00000001809
1688 ENSMUSP00000077794 Pabpc4 Pabpc4 ENSMUSP00000077794
1689 ENSMUSP00000115294 Pabpn1 Pabpn1 ENSMUSP00000115294
1690 ENSMUSP00000155481 Pacsin2 Pacsin2 ENSMUSP00000155481
1691 ENSMUSP00000129175 Pacsin3 Pacsin3 ENSMUSP00000129175
1692 ENSMUSP00000003529 Paf1 Paf1 ENSMUSP00000003529
1693 ENSMUSP00000099578 Pafah1b1 Pafah1b1 ENSMUSP00000099578
1694 ENSMUSP00000149819 Pafah1b2 Pafah1b2 ENSMUSP00000149819
1695 ENSMUSP00000101495 Pafah2 Pafah2 ENSMUSP00000101495
1696 ENSMUSP00000020241 Pah Pah ENSMUSP00000020241
1697 ENSMUSP00000113483 Paics Paics ENSMUSP00000113483
1698 ENSMUSP00000134365 Paip1 Paip1 ENSMUSP00000134365
1699 ENSMUSP00000023467 Pak2 Pak2 ENSMUSP00000023467
1700 ENSMUSP00000113107 Palmd Palmd ENSMUSP00000113107
1701 ENSMUSP00000157455 Papss2 Papss2 ENSMUSP00000157455
1702 ENSMUSP00000101300 Park7 Park7 ENSMUSP00000101300
1703 ENSMUSP00000119060 Parl Parl ENSMUSP00000119060
1704 ENSMUSP00000027777 Parp1 Parp1 ENSMUSP00000027777
1705 ENSMUSP00000149572 Parp3 Parp3 ENSMUSP00000149572
1706 ENSMUSP00000102251 Parva Parva ENSMUSP00000102251
1707 ENSMUSP00000136589 Pbld1 Pbld1 ENSMUSP00000136589
1708 ENSMUSP00000020262 Pbld2 Pbld2 ENSMUSP00000020262
1709 ENSMUSP00000020298 Pcbd1 Pcbd1 ENSMUSP00000020298
1710 ENSMUSP00000115392 Pcbd2 Pcbd2 ENSMUSP00000115392
1711 ENSMUSP00000054863 Pcbp1 Pcbp1 ENSMUSP00000054863
1712 ENSMUSP00000155430 Pcbp2 Pcbp2 ENSMUSP00000155430
1713 ENSMUSP00000038763 Pcca Pcca ENSMUSP00000038763
1714 ENSMUSP00000035116 Pccb Pccb ENSMUSP00000035116
1715 ENSMUSP00000125309 Pcdh1 Pcdh1 ENSMUSP00000125309
1716 ENSMUSP00000029017 Pck1 Pck1 ENSMUSP00000029017
1717 ENSMUSP00000155391 Pcmt1 Pcmt1 ENSMUSP00000155391
1718 ENSMUSP00000110087 Pcnp Pcnp ENSMUSP00000110087
1719 ENSMUSP00000020864 Pctp Pctp ENSMUSP00000020864
1720 ENSMUSP00000153479 Pcx Pcx ENSMUSP00000153479
1721 ENSMUSP00000032065 Pcyox1 Pcyox1 ENSMUSP00000032065
1722 ENSMUSP00000130056 Pcyt1a Pcyt1a ENSMUSP00000130056
1723 ENSMUSP00000101794 Pcyt2 Pcyt2 ENSMUSP00000101794
1724 ENSMUSP00000031627 Pdap1 Pdap1 ENSMUSP00000031627
1725 ENSMUSP00000125752 Pdcd10 Pdcd10 ENSMUSP00000125752
1726 ENSMUSP00000133135 Pdcd4 Pdcd4 ENSMUSP00000133135
1727 ENSMUSP00000113761 Pdcd5 Pdcd5 ENSMUSP00000113761
1728 ENSMUSP00000152458 Pdcd6 Pdcd6 ENSMUSP00000152458
1729 ENSMUSP00000035086 Pdcd6ip Pdcd6ip ENSMUSP00000035086
1730 ENSMUSP00000033662 Pdha1 Pdha1 ENSMUSP00000033662
1731 ENSMUSP00000022268 Pdhb Pdhb ENSMUSP00000022268
1732 ENSMUSP00000011058 Pdhx Pdhx ENSMUSP00000011058
1733 ENSMUSP00000028683 Pdia3 Pdia3 ENSMUSP00000028683
1734 ENSMUSP00000076521 Pdia4 Pdia4 ENSMUSP00000076521
1735 ENSMUSP00000023550 Pdia5 Pdia5 ENSMUSP00000023550
1736 ENSMUSP00000052912 Pdia6 Pdia6 ENSMUSP00000052912
1737 ENSMUSP00000041447 Pdk2 Pdk2 ENSMUSP00000041447
1738 ENSMUSP00000064545 Pdlim1 Pdlim1 ENSMUSP00000064545
1739 ENSMUSP00000143098 Pdlim5 Pdlim5 ENSMUSP00000143098
1740 ENSMUSP00000144171 Pds5a Pds5a ENSMUSP00000144171
1741 ENSMUSP00000023361 Pdxdc1 Pdxdc1 ENSMUSP00000023361
1742 ENSMUSP00000038540 Pdxk Pdxk ENSMUSP00000038540
1743 ENSMUSP00000118846 Pdzk1 Pdzk1 ENSMUSP00000118846
1744 ENSMUSP00000106878 Pea15a Pea15a ENSMUSP00000106878
1745 ENSMUSP00000048425 Pebp1 Pebp1 ENSMUSP00000048425
1746 ENSMUSP00000095304 Pecr Pecr ENSMUSP00000095304
1747 ENSMUSP00000146942 Pet100 Pet100 ENSMUSP00000146942
1748 ENSMUSP00000006061 Pex1 Pex1 ENSMUSP00000006061
1749 ENSMUSP00000032761 Pex11a Pex11a ENSMUSP00000032761
1750 ENSMUSP00000099506 Pex14 Pex14 ENSMUSP00000099506
1751 ENSMUSP00000075289 Pex19 Pex19 ENSMUSP00000075289
1752 ENSMUSP00000119048 Pex26 Pex26 ENSMUSP00000119048
1753 ENSMUSP00000101178 Pex3 Pex3 ENSMUSP00000101178
1754 ENSMUSP00000108150 Pex5 Pex5 ENSMUSP00000108150
1755 ENSMUSP00000031320 Pf4 Pf4 ENSMUSP00000031320
1756 ENSMUSP00000021282 Pfas Pfas ENSMUSP00000021282
1757 ENSMUSP00000158562 Pfdn1 Pfdn1 ENSMUSP00000158562
1758 ENSMUSP00000120106 Pfdn2 Pfdn2 ENSMUSP00000120106
1759 ENSMUSP00000104776 Pfdn4 Pfdn4 ENSMUSP00000104776
1760 ENSMUSP00000129178 Pfdn5 Pfdn5 ENSMUSP00000129178
1761 ENSMUSP00000156997 Pfdn6 Pfdn6 ENSMUSP00000156997
1762 ENSMUSP00000020522 Pfkl Pfkl ENSMUSP00000020522
1763 ENSMUSP00000155809 Pfkm Pfkm ENSMUSP00000155809
1764 ENSMUSP00000011896 Pgam1 Pgam1 ENSMUSP00000011896
1765 ENSMUSP00000020768 Pgam2 Pgam2 ENSMUSP00000020768
1766 ENSMUSP00000081141 Pgd Pgd ENSMUSP00000081141
1767 ENSMUSP00000080302 Pgk1 Pgk1 ENSMUSP00000080302
1768 ENSMUSP00000116524 Pgls Pgls ENSMUSP00000116524
1769 ENSMUSP00000155213 Pgm1 Pgm1 ENSMUSP00000155213
1770 ENSMUSP00000084582 Pgm2 Pgm2 ENSMUSP00000084582
1771 ENSMUSP00000070871 Pgm3 Pgm3 ENSMUSP00000070871
1772 ENSMUSP00000052866 Pgp Pgp ENSMUSP00000052866
1773 ENSMUSP00000073061 Pgrmc1 Pgrmc1 ENSMUSP00000073061
1774 ENSMUSP00000119603 Phb Phb ENSMUSP00000119603
1775 ENSMUSP00000004375 Phb2 Phb2 ENSMUSP00000004375
1776 ENSMUSP00000023117 Phf5a Phf5a ENSMUSP00000023117
1777 ENSMUSP00000050788 Phkb Phkb ENSMUSP00000050788
1778 ENSMUSP00000132815 Phlda1 Phlda1 ENSMUSP00000132815
1779 ENSMUSP00000037417 Phpt1 Phpt1 ENSMUSP00000037417
1780 ENSMUSP00000027975 Phyh Phyh ENSMUSP00000027975
1781 ENSMUSP00000119543 Phyhd1 Phyhd1 ENSMUSP00000119543
1782 ENSMUSP00000158574 Pi4k2a Pi4k2a ENSMUSP00000158574
1783 ENSMUSP00000146509 Picalm Picalm ENSMUSP00000146509
1784 ENSMUSP00000123753 Pigk Pigk ENSMUSP00000123753
1785 ENSMUSP00000027675 Pigr Pigr ENSMUSP00000027675
1786 ENSMUSP00000044871 Pigs Pigs ENSMUSP00000044871
1787 ENSMUSP00000052777 Pik3ap1 Pik3ap1 ENSMUSP00000052777
1788 ENSMUSP00000017597 Pipox Pipox ENSMUSP00000017597
1789 ENSMUSP00000118045 Pir Pir ENSMUSP00000118045
1790 ENSMUSP00000137601 Pitpna Pitpna ENSMUSP00000137601
1791 ENSMUSP00000083835 Pitpnb Pitpnb ENSMUSP00000083835
1792 ENSMUSP00000152229 Pitrm1 Pitrm1 ENSMUSP00000152229
1793 ENSMUSP00000103106 Pklr Pklr ENSMUSP00000103106
1794 ENSMUSP00000128770 Pkm Pkm ENSMUSP00000128770
1795 ENSMUSP00000102724 Plaa Plaa ENSMUSP00000102724
1796 ENSMUSP00000126068 Plec Plec ENSMUSP00000126068
1797 ENSMUSP00000139584 Plekha6 Plekha6 ENSMUSP00000139584
1798 ENSMUSP00000014578 Plg Plg ENSMUSP00000014578
1799 ENSMUSP00000000466 Plin2 Plin2 ENSMUSP00000000466
1800 ENSMUSP00000019726 Plin3 Plin3 ENSMUSP00000019726
1801 ENSMUSP00000158677 Plin4 Plin4 ENSMUSP00000158677
1802 ENSMUSP00000108695 Plin5 Plin5 ENSMUSP00000108695
1803 ENSMUSP00000033875 Plpbp Plpbp ENSMUSP00000033875
1804 ENSMUSP00000091317 Pls1 Pls1 ENSMUSP00000091317
1805 ENSMUSP00000118995 Pls3 Pls3 ENSMUSP00000118995
1806 ENSMUSP00000104955 Plxnb2 Plxnb2 ENSMUSP00000104955
1807 ENSMUSP00000108012 Pm20d1 Pm20d1 ENSMUSP00000108012
1808 ENSMUSP00000155554 Pmm2 Pmm2 ENSMUSP00000155554
1809 ENSMUSP00000109727 Pmpca Pmpca ENSMUSP00000109727
1810 ENSMUSP00000030882 Pmpcb Pmpcb ENSMUSP00000030882
1811 ENSMUSP00000021381 Pnn Pnn ENSMUSP00000021381
1812 ENSMUSP00000136557 Pnp Pnp ENSMUSP00000136557
1813 ENSMUSP00000120877 Pnpla8 Pnpla8 ENSMUSP00000120877
1814 ENSMUSP00000018803 Pnpo Pnpo ENSMUSP00000018803
1815 ENSMUSP00000020756 Pnpt1 Pnpt1 ENSMUSP00000020756
1816 ENSMUSP00000127708 Poldip2 Poldip2 ENSMUSP00000127708
1817 ENSMUSP00000002663 Pon1 Pon1 ENSMUSP00000002663
1818 ENSMUSP00000062670 Pon2 Pon2 ENSMUSP00000062670
1819 ENSMUSP00000031773 Pon3 Pon3 ENSMUSP00000031773
1820 ENSMUSP00000005651 Por Por ENSMUSP00000005651
1821 ENSMUSP00000020286 Ppa1 Ppa1 ENSMUSP00000020286
1822 ENSMUSP00000029644 Ppa2 Ppa2 ENSMUSP00000029644
1823 ENSMUSP00000101923 Ppcs Ppcs ENSMUSP00000101923
1824 ENSMUSP00000117987 Ppia Ppia ENSMUSP00000117987
1825 ENSMUSP00000034947 Ppib Ppib ENSMUSP00000034947
1826 ENSMUSP00000029382 Ppid Ppid ENSMUSP00000029382
1827 ENSMUSP00000022419 Ppif Ppif ENSMUSP00000022419
1828 ENSMUSP00000021514 Ppm1a Ppm1a ENSMUSP00000021514
1829 ENSMUSP00000157013 Ppm1b Ppm1b ENSMUSP00000157013
1830 ENSMUSP00000144556 Ppm1g Ppm1g ENSMUSP00000144556
1831 ENSMUSP00000141835 Ppox Ppox ENSMUSP00000141835
1832 ENSMUSP00000137997 Ppp1ca Ppp1ca ENSMUSP00000137997
1833 ENSMUSP00000144047 Ppp1cb Ppp1cb ENSMUSP00000144047
1834 ENSMUSP00000099587 Ppp1cc Ppp1cc ENSMUSP00000099587
1835 ENSMUSP00000084461 Ppp1r10 Ppp1r10 ENSMUSP00000084461
1836 ENSMUSP00000134322 Ppp1r11 Ppp1r11 ENSMUSP00000134322
1837 ENSMUSP00000151842 Ppp1r12a Ppp1r12a ENSMUSP00000151842
1838 ENSMUSP00000027494 Ppp1r7 Ppp1r7 ENSMUSP00000027494
1839 ENSMUSP00000020608 Ppp2ca Ppp2ca ENSMUSP00000020608
1840 ENSMUSP00000007708 Ppp2r1a Ppp2r1a ENSMUSP00000007708
1841 ENSMUSP00000133334 Ppp2r1a Ppp2r1a.1 ENSMUSP00000133334
1842 ENSMUSP00000153191 Ppp2r2a Ppp2r2a ENSMUSP00000153191
1843 ENSMUSP00000151624 Ppp2r5e Ppp2r5e ENSMUSP00000151624
1844 ENSMUSP00000144898 Ppp4r2 Ppp4r2 ENSMUSP00000144898
1845 ENSMUSP00000122783 Ppp5c Ppp5c ENSMUSP00000122783
1846 ENSMUSP00000145157 Ppp6c Ppp6c ENSMUSP00000145157
1847 ENSMUSP00000131084 Ppp6r3 Ppp6r3 ENSMUSP00000131084
1848 ENSMUSP00000030412 Ppt1 Ppt1 ENSMUSP00000030412
1849 ENSMUSP00000123657 Pqbp1 Pqbp1 ENSMUSP00000123657
1850 ENSMUSP00000146597 Prcp Prcp ENSMUSP00000146597
1851 ENSMUSP00000114159 Prdx1 Prdx1 ENSMUSP00000114159
1852 ENSMUSP00000126451 Prdx2 Prdx2 ENSMUSP00000126451
1853 ENSMUSP00000025961 Prdx3 Prdx3 ENSMUSP00000025961
